codice_sku,quantita,immagine_sku,ordine_tipo_componente,tipo_componente,nome_modello,modelli_correlati,descrizione_breve,tensione_alimentazione,corrente_assorbita,tipo_motore,potenza_massima,coppia_massima,materiale,trattamento_superficiale,forza_spinta,rapporto_riduzione,numero_max_schede_collegabili,velocita_angolare,velocita_anta,lunghezza_anta_max,lunghezza_asta_max,spazio_fermata,controllo_motore,tipo_finecorsa,pignone,regolazione_forza,peso_anta_max,angolo_apertura_max,temperatura_esercizio,termoprotezione,grado_protezione_ip,peso_unita,frequenza_utilizzo,larghezza_anta_max,dimensioni,scheda_elettronica,arresti_meccanici,tempo_utilizzo_continuo,tempo_apertura,encoder,tipo_rallentamento,tipo_asta,dimensione_pilastro,dispositivo_sblocco,condensatore_spunto,lunghezza,unita_misura_prezzo,icona_badge,decodifica_radio,memoria_codici_radio,collegamento,note_tecniche,corsa_stelo,dimensioni_colonna,peso_anta_cantilever,portata_pompa,staffe_fissaggio,tipo_olio,tipo_utilizzo,velocita_stelo,capacita_sollevamento,corsa_max,lunghezza_con_adattatore,diametro_motore,velocita_max,velocita_max_anta,velocita_max_carrello,peso_max_porta,dimensione_max_porta,altezza_max_serranda,larghezza_max_serranda,diametro_albero_serranda,numero_canali,frequenza_emissione,frequenza_ricezione,distanza_max_fotocellule,consumo_max,tensione_alimentazione_gen,tensione_alimentazione_accessori,temperatura_esercizio_gen,peso_operatore,altezza_min_architrave,rumorosita,velocita_rotazione_motore,velocita_rallentamento,tipologia_installazione,tipo_motoriduttore,ingressi_morsettiera,uscite_morsettiera,numero_uscite_rele,portata_contatti,numero_spire_collegabili,numero_max_lettori_bus2easy,numero_max_codici_utente,numero_max_comandi,formato_tag,durata_media_batteria,tipo_allineamento,angolo_autoallineamento,angolo_orientamento_orizzontale,tipo_contatti,microinterruttori_scambio,altezza_profilo_gomma,connettore_rapido,connettore_estraibile,connessioni,luce_cortesia,temporizzazione_lampada_cortesia,chiusura_coperchio,caratteristiche,gestione,diametro_scatole_portamolle,raffreddamento,tensione_elettroserratura,livelli_sensibilita_spira
390120,1,,9,Accessori,Unico a cinghia,,"Binario unico a cinghia 2400 mm (dim. max porta 3,00 x 2,15 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390126,1,,9,Accessori,Unico a cinghia,,"Binario unico a cinghia 3000 mm (dim. max porta 3,00 x 2,60 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390132,1,,9,Accessori,Unico a cinghia,,"Binario unico a cinghia 3600 mm (dim. max porta 3,00 x 3,20 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390139,1,,9,Accessori,Unico a cinghia,,"Binario unico a cinghia 4200 mm (dim. max porta 3,00 x 3,80 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390226,1,,9,Accessori,Due pezzi a cinghia,,"Binario due pezzi a cinghia 3000 mm (dim. max porta 3,00 x 2,60 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390232,1,,9,Accessori,Due pezzi a cinghia,,"Binario due pezzi a cinghia 3600 mm (dim. max porta 3,00 x 3,20 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390239,1,,9,Accessori,Due pezzi a cinghia,,"Binario due pezzi a cinghia 4200 mm (dim. max porta 3,00 x 3,80 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110602,1,,0,Modello,D700 HS,,,220-240V~ 50/60 Hz,,Con spazzole 24V,440 W,,,,700 N,,,,12 m/min,,,,,,,,,,-20 °C ÷ +55 °C,,Solo per uso interno (IP20),"6,3 Kg",Uso continuo,,360 x 200 x 145 mm,E700HS incorporata,,,,Elettronico,,,,,,,,,,,,,,,,,,,,,,,,,,,12 m/min,,Vedi tabella BINARI A CINGHIA,,,,,,,,,,,,,35 mm,45 dbA,,"2,5 m/min",,,,,,,,,,,,,,,,,,,,,,230V - 40 W (max),120 s,,,,,,,
109512,1,,0,Modello,540 V BPR,,,220-240V~ 50/60 Hz,,Asincrono monofase,800 W,50 Nm|dati riferiti a 230V~ 50Hz.,,,,,,23 giri/min|dati riferiti a 230V~ 50Hz.,,,,,,,,,,,-20 °C ÷ +55 °C,,IP54,14 Kg,S3 - 40%,,92 x 376 x 266 mm,540BPR incorporata,,,,No,,,,,,,,,,,,,,,,,,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022805,1,,1,Apparecchiature Elettroniche,,,Scheda elettronica 540BPR (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390721,1,,9,Accessori,,,Piastra di fissaggio per regolazione tridimensionale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390719,1,,9,Accessori,,,Prolunga sblocco rapido per installazioni fino a 8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390720,1,,9,Accessori,,,Prolunga verricello a catena per installazioni fino ad 8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390744,1,,9,Accessori,,,"Kit rinvio applicazioni ""Fuori asse"" R. 1:1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390745,1,,9,Accessori,,,"Kit rinvio applicazioni ""Fuori asse"" R. 1:2,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402500,1,,9,Accessori,,,Pulsantiera XB300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109542,1,,0,Modello,541 V,,,220-240V~ 50/60 Hz,,Asincrono monofase,800 W,50 Nm|dati riferiti a 230V~ 50Hz.,,,,,,23 giri/min|dati riferiti a 230V~ 50Hz.,,,,,,,,,,,-20 °C ÷ +55 °C,,IP54,14 Kg,S3 - 40%,,92 x 376 x 266 mm,Non compresa,,,,Integrato,,,,,,,,,,,,,,,,,,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402501,1,,1,Apparecchiature Elettroniche,,,"Unità elettronica EB 578D (scheda 578D, contenitore, sezionatore, pulsantiera comando e chiave attivazione)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790922,1,,1,Apparecchiature Elettroniche,,,Apparecchiatura elettronica 578D (installazione remota),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109550,1,,0,Modello,541 V 3PH,,,380-415V~ 3PH+N 50/60 Hz,,Asincrono trifase,720 W,70 Nm|dati riferiti a 400V~ 50Hz.,,,,,,23 giri/min|dati riferiti a 400V~ 50Hz.,,,,,,,,,,,-20 °C ÷ +55 °C,,IP54,14 Kg,S3 - 60%,,92 x 376 x 266 mm,Non compresa,,,,No,,,,,,,,,,,,,,,,,,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402502,1,,1,Apparecchiature Elettroniche,,,"Unità elettronica EB 540BPR 3PH (scheda 540BPR, contenitore, sezionatore, teleruttori, pulsantiera comando e chiave attivazione)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402504,1,,1,Apparecchiature Elettroniche,,,"Unità elettronica EB 578D 3PH (scheda 578D, contenitore, sezionatore, teleruttori, pulsantiera di comando e chiave attivazione)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110553,1,,0,Modello,550 Slave,,,220-240V~ 50/60 Hz,,Asincrono monofase,350 W,300 Nm|dati riferiti a 230V~ 50Hz.,,,,,,12 °/s|dati riferiti a 230V~ 50Hz.,,,,,,,,,,,-20 °C ÷ +55 °C,140 °C,Solo per uso interno (IP31),"7,5 Kg",S3 - 30%,,670 x 175 x 120 mm,Non compresa,,,15 s,Ottico,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Kg/mq,"4,00 x 3,00 (**)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110562,1,,0,Modello,550 L ITT,,,220-240V~ 50/60 Hz,,Asincrono monofase,280 W,250 Nm|dati riferiti a 230V~ 50Hz.,,,,,,8 °/s|dati riferiti a 230V~ 50Hz.,,,,,,,,,,,-20 °C ÷ +55 °C,140 °C,Solo per uso interno (IP31),"7,5 Kg",S3 - 30%,,670 x 175 x 120 mm,E550 incorporata,,,22 s,Ottico,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Kg/mq,"3,00 x 2,70 (**)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110558,1,,0,Modello,550 L Slave,,,220-240V~ 50/60 Hz,,Asincrono monofase,280 W,250 Nm|dati riferiti a 230V~ 50Hz.,,,,,,8 °/s|dati riferiti a 230V~ 50Hz.,,,,,,,,,,,-20 °C ÷ +55 °C,140 °C,Solo per uso interno (IP31),"7,5 Kg",S3 - 30%,,670 x 175 x 120 mm,Non compresa,,,22 s,Ottico,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Kg/mq,"4,00 x 3,00 (**)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790281,1,790281.tif,1,Apparecchiature Elettroniche,,615BPR,Scheda elettronica 615BPR (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721008,1,,9,Accessori,"5,5",615BPR,"Molla di bilanciamento Ø 5,5 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721005,1,,9,Accessori,"6,0",615BPR,"Molla di bilanciamento Ø 6,0 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721006,1,,9,Accessori,"7,0",615BPR,"Molla di bilanciamento Ø 7,0 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721018,1,,9,Accessori,"8,0",615BPR,"Molla di bilanciamento Ø 8,0 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721007,1,,9,Accessori,"7,5",615BPR,"Molla di bilanciamento Ø 7,5 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022715,1,2022715.tif,1,Apparecchiature Elettroniche,,620 Standard;620 Rapida,Scheda elettronica 624BLD (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490058,1,490058.tif,9,Accessori,,620 Standard;620 Rapida,Piastra di fondazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401051,1,401051.tif,9,Accessori,,620 Standard;620 Rapida;B680H,Gruppo antipanico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424641-50,1,424641.tif,9,Accessori,,620 Standard;620 Rapida,Serratura di sblocco con chiave personalizzata (dal n. 1 al n. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428436,1,428436.tif,9,Accessori,,B680H,Tasca e molla di bilanciamento S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428437,1,428437.tif,9,Accessori,,B680H,Tasca e molla di bilanciamento L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428044,1,428045.tif,9,Accessori,"Asta Intera S 5,3 m",B680H,Asta Intera S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428047,1,428045.tif,9,Accessori,"Asta Intera L 5,3 m",B680H,Asta Intera L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428616,1,428615.tif,9,Accessori,Giunto L,B680H,Giunto L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428048,1,428045.tif,9,Accessori,Asta Iniziale L 4 m,B680H,Asta Iniziale L 4 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428049,1,428045.tif,9,Accessori,"Asta Finale L 2,3 m",B680H,Asta Finale L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428050,1,428045.tif,9,Accessori,"Asta Finale L 3,3 m",B680H,Asta Finale L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428051,1,428045.tif,9,Accessori,"Asta Finale L 4,3 m",B680H,Asta Finale L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490139,1,490139.tif,9,Accessori,,B680H,Piastra di fondazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410033,1,410022.tif,9,Accessori,,B680H,Lampeggiante semaforico integrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390080,1,390080.tif,9,Accessori,,B680H,Kit collegamento XBAT (da abbinare a 390923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401069,1,401069.tif,9,Accessori,,B680H,Valvola antivandalismo salvaguarda il sistema idraulico in caso di forzature sull'asta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046268,1,1046268.tif,0,Modello,620 Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046208,1,1046268.tif,0,Modello,620 Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046408,1,1046268.tif,0,Modello,620 Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046278,1,1046268.tif,0,Modello,620 Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046478,1,1046268.tif,0,Modello,620 Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046288,1,1046268.tif,0,Modello,620 Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046488,1,1046268.tif,0,Modello,620 Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046228,1,1046268.tif,0,Modello,620 Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046428,1,1046268.tif,0,Modello,620 Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046338,1,1046328.tif,0,Modello,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046538,1,1046328.tif,0,Modello,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046348,1,1046328.tif,0,Modello,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046548,1,1046328.tif,0,Modello,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046358,1,1046328.tif,0,Modello,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046558,1,1046328.tif,0,Modello,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561644i,1,,,,"Longherone di fissaggio 1,3 m (incluso in kit 10561644)",,"Longherone di fissaggio 1,3 m (incluso in kit 10561644)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143201i,1,,,,Motore Tubolare TM245 (corredato di istruzioni e chiave di regolazione),,Motore Tubolare TM245 (corredato di istruzioni e chiave di regolazione),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143201i2,1,,,,Adattatore per tubo ottagonale Ø60mm,,Adattatore per tubo ottagonale Ø60mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143201i3,1,,,,Supporto motore,,Supporto motore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143201i4,1,,,,Attacchi flessibili in acciaio per attaccare la tapparella al rullo avvolgitore,,Attacchi flessibili in acciaio per attaccare la tapparella al rullo avvolgitore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787510,1,,0,Modello,XMBX4,,XMBX4 Modulo di connettività GSM,5VDC,100mA a 24V (500mA a 5V ),,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad innesto su scheda compatibile,,,,,,,,,,,,,,,,,,,,LTE CAT M1 – CAT NB1 - EGPRS BLE (Bluetooth Low Energy 4.2) – 2.4Ghz,,,,,,,,,
